sample_id,filename,source,split,change_ratio,A_path,B_path,label_path,annotator,label_quality_ok,registration_ok,pseudo_change_risk,error_type,notes
jrc_tmf_2020_2023_amazon_bolivia_01_000512_001280,jrc_tmf_2020_2023_amazon_bolivia_01_000512_001280.png,jrc_tmf_2020_2023_amazon_bolivia_01,train,0.05967756850898554,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_bolivia_01_000512_001280.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_bolivia_01_000512_001280.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_bolivia_01_000512_001280.png,,,,,,
jrc_tmf_2020_2023_se_asia_borneo_01_004864_006656,jrc_tmf_2020_2023_se_asia_borneo_01_004864_006656.png,jrc_tmf_2020_2023_se_asia_borneo_01,train,0.01836333621570631,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_se_asia_borneo_01_004864_006656.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_se_asia_borneo_01_004864_006656.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_se_asia_borneo_01_004864_006656.png,,,,,,
jrc_tmf_2020_2023_se_asia_papua_01_stable_005632_002560,jrc_tmf_2020_2023_se_asia_papua_01_stable_005632_002560.png,jrc_tmf_2020_2023_se_asia_papua_01_stable,val,0.017519924130243083,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_se_asia_papua_01_stable_005632_002560.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_se_asia_papua_01_stable_005632_002560.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_se_asia_papua_01_stable_005632_002560.png,,,,,,
jrc_tmf_2020_2023_se_asia_sumatra_01_002560_005632,jrc_tmf_2020_2023_se_asia_sumatra_01_002560_005632.png,jrc_tmf_2020_2023_se_asia_sumatra_01,train,0.0,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_se_asia_sumatra_01_002560_005632.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_se_asia_sumatra_01_002560_005632.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_se_asia_sumatra_01_002560_005632.png,,,,,,
jrc_tmf_2020_2023_congo_gabon_02_stable_000512_006144,jrc_tmf_2020_2023_congo_gabon_02_stable_000512_006144.png,jrc_tmf_2020_2023_congo_gabon_02_stable,train,0.03953635261783233,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_congo_gabon_02_stable_000512_006144.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_congo_gabon_02_stable_000512_006144.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_congo_gabon_02_stable_000512_006144.png,,,,,,
jrc_tmf_2020_2023_amazon_guyana_01_stable_002048_006656,jrc_tmf_2020_2023_amazon_guyana_01_stable_002048_006656.png,jrc_tmf_2020_2023_amazon_guyana_01_stable,test,0.0,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_guyana_01_stable_002048_006656.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_guyana_01_stable_002048_006656.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_guyana_01_stable_002048_006656.png,,,,,,
jrc_tmf_2020_2023_se_asia_borneo_01_006656_003840,jrc_tmf_2020_2023_se_asia_borneo_01_006656_003840.png,jrc_tmf_2020_2023_se_asia_borneo_01,test,0.1502832127783095,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_se_asia_borneo_01_006656_003840.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_se_asia_borneo_01_006656_003840.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_se_asia_borneo_01_006656_003840.png,,,,,,
jrc_tmf_2020_2023_amazon_guyana_01_stable_003840_006144,jrc_tmf_2020_2023_amazon_guyana_01_stable_003840_006144.png,jrc_tmf_2020_2023_amazon_guyana_01_stable,train,0.07381940609580134,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_guyana_01_stable_003840_006144.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_guyana_01_stable_003840_006144.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_guyana_01_stable_003840_006144.png,,,,,,
jrc_tmf_2020_2023_amazon_colombia_01_000256_004096,jrc_tmf_2020_2023_amazon_colombia_01_000256_004096.png,jrc_tmf_2020_2023_amazon_colombia_01,train,0.41201343116527794,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_colombia_01_000256_004096.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_colombia_01_000256_004096.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_colombia_01_000256_004096.png,,,,,,
jrc_tmf_2020_2023_amazon_peru_02_stable_005376_001536,jrc_tmf_2020_2023_amazon_peru_02_stable_005376_001536.png,jrc_tmf_2020_2023_amazon_peru_02_stable,train,0.052894766085120566,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_peru_02_stable_005376_001536.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_peru_02_stable_005376_001536.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_peru_02_stable_005376_001536.png,,,,,,
jrc_tmf_2020_2023_amazon_guyana_01_stable_001024_006144,jrc_tmf_2020_2023_amazon_guyana_01_stable_001024_006144.png,jrc_tmf_2020_2023_amazon_guyana_01_stable,train,0.0025355899065192156,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_guyana_01_stable_001024_006144.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_guyana_01_stable_001024_006144.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_guyana_01_stable_001024_006144.png,,,,,,
jrc_tmf_2020_2023_congo_gabon_02_stable_003840_006400,jrc_tmf_2020_2023_congo_gabon_02_stable_003840_006400.png,jrc_tmf_2020_2023_congo_gabon_02_stable,train,0.005144714831297541,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_congo_gabon_02_stable_003840_006400.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_congo_gabon_02_stable_003840_006400.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_congo_gabon_02_stable_003840_006400.png,,,,,,
jrc_tmf_2020_2023_amazon_guyana_01_stable_004864_004864,jrc_tmf_2020_2023_amazon_guyana_01_stable_004864_004864.png,jrc_tmf_2020_2023_amazon_guyana_01_stable,test,0.012799786670222163,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_guyana_01_stable_004864_004864.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_guyana_01_stable_004864_004864.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_guyana_01_stable_004864_004864.png,,,,,,
jrc_tmf_2020_2023_amazon_brazil_01_002048_001280,jrc_tmf_2020_2023_amazon_brazil_01_002048_001280.png,jrc_tmf_2020_2023_amazon_brazil_01,train,0.0,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_brazil_01_002048_001280.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_brazil_01_002048_001280.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_brazil_01_002048_001280.png,,,,,,
jrc_tmf_2020_2023_amazon_brazil_01_002304_005888,jrc_tmf_2020_2023_amazon_brazil_01_002304_005888.png,jrc_tmf_2020_2023_amazon_brazil_01,train,0.002036628690432439,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_brazil_01_002304_005888.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_brazil_01_002304_005888.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_brazil_01_002304_005888.png,,,,,,
jrc_tmf_2020_2023_congo_drc_02_stable_002048_004608,jrc_tmf_2020_2023_congo_drc_02_stable_002048_004608.png,jrc_tmf_2020_2023_congo_drc_02_stable,train,0.024575499827375162,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_congo_drc_02_stable_002048_004608.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_congo_drc_02_stable_002048_004608.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_congo_drc_02_stable_002048_004608.png,,,,,,
jrc_tmf_2020_2023_se_asia_borneo_02_stable_003328_005632,jrc_tmf_2020_2023_se_asia_borneo_02_stable_003328_005632.png,jrc_tmf_2020_2023_se_asia_borneo_02_stable,train,0.05301580152385242,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003328_005632.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003328_005632.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003328_005632.png,,,,,,
jrc_tmf_2020_2023_amazon_brazil_01_000512_006144,jrc_tmf_2020_2023_amazon_brazil_01_000512_006144.png,jrc_tmf_2020_2023_amazon_brazil_01,test,0.13039503191305848,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_brazil_01_000512_006144.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_brazil_01_000512_006144.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_brazil_01_000512_006144.png,,,,,,
jrc_tmf_2020_2023_congo_gabon_01_007168_003328,jrc_tmf_2020_2023_congo_gabon_01_007168_003328.png,jrc_tmf_2020_2023_congo_gabon_01,train,0.024276262010888845,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_congo_gabon_01_007168_003328.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_congo_gabon_01_007168_003328.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_congo_gabon_01_007168_003328.png,,,,,,
jrc_tmf_2020_2023_amazon_colombia_02_stable_006144_001536,jrc_tmf_2020_2023_amazon_colombia_02_stable_006144_001536.png,jrc_tmf_2020_2023_amazon_colombia_02_stable,train,0.010230420548980105,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_colombia_02_stable_006144_001536.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_colombia_02_stable_006144_001536.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_colombia_02_stable_006144_001536.png,,,,,,
jrc_tmf_2020_2023_amazon_peru_01_006656_006912,jrc_tmf_2020_2023_amazon_peru_01_006656_006912.png,jrc_tmf_2020_2023_amazon_peru_01,train,0.0,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_peru_01_006656_006912.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_peru_01_006656_006912.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_peru_01_006656_006912.png,,,,,,
jrc_tmf_2020_2023_congo_roc_01_stable_001792_005120,jrc_tmf_2020_2023_congo_roc_01_stable_001792_005120.png,jrc_tmf_2020_2023_congo_roc_01_stable,train,0.003517422748191979,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_congo_roc_01_stable_001792_005120.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_congo_roc_01_stable_001792_005120.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_congo_roc_01_stable_001792_005120.png,,,,,,
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_005632,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_005632.png,jrc_tmf_2020_2023_amazon_brazil_02_stable,train,0.02370177437734006,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_005632.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_005632.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_005632.png,,,,,,
jrc_tmf_2020_2023_amazon_bolivia_01_001280_001536,jrc_tmf_2020_2023_amazon_bolivia_01_001280_001536.png,jrc_tmf_2020_2023_amazon_bolivia_01,train,0.04655479655479655,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_bolivia_01_001280_001536.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_bolivia_01_001280_001536.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_bolivia_01_001280_001536.png,,,,,,
jrc_tmf_2020_2023_se_asia_sumatra_01_004864_005376,jrc_tmf_2020_2023_se_asia_sumatra_01_004864_005376.png,jrc_tmf_2020_2023_se_asia_sumatra_01,val,0.00920025063805725,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_se_asia_sumatra_01_004864_005376.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_se_asia_sumatra_01_004864_005376.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_se_asia_sumatra_01_004864_005376.png,,,,,,
jrc_tmf_2020_2023_congo_cameroon_01_003584_002560,jrc_tmf_2020_2023_congo_cameroon_01_003584_002560.png,jrc_tmf_2020_2023_congo_cameroon_01,train,0.0,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_congo_cameroon_01_003584_002560.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_congo_cameroon_01_003584_002560.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_congo_cameroon_01_003584_002560.png,,,,,,
