audit_id,sample_id,reviewer1_status,reviewer2_status,status_agreement,reviewer1_notes,reviewer2_notes,final_status,final_visual_quality,final_label_alignment,final_cloud_shadow_issue,final_water_issue,final_boundary_confidence,adjudicator,adjudication_date,final_notes
audit_0183,jrc_tmf_2020_2023_amazon_brazil_01_001536_005888,,,,,,,,,,,,,,
audit_0184,jrc_tmf_2020_2023_amazon_brazil_02_stable_006400_001280,,,,,,,,,,,,,,
audit_0185,jrc_tmf_2020_2023_se_asia_sumatra_01_006400_003072,,,,,,,,,,,,,,
audit_0186,jrc_tmf_2020_2023_se_asia_borneo_02_stable_003584_006144,,,,,,,,,,,,,,
audit_0187,jrc_tmf_2020_2023_se_asia_papua_01_stable_005120_003328,,,,,,,,,,,,,,
audit_0188,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_005376,,,,,,,,,,,,,,
audit_0189,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_003328_004096,,,,,,,,,,,,,,
audit_0190,jrc_tmf_2020_2023_congo_gabon_02_stable_004608_003584,,,,,,,,,,,,,,
audit_0191,jrc_tmf_2020_2023_se_asia_borneo_02_stable_006912_004352,,,,,,,,,,,,,,
audit_0192,jrc_tmf_2020_2023_amazon_brazil_01_006912_006912,,,,,,,,,,,,,,
audit_0193,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_004352_002816,,,,,,,,,,,,,,
audit_0194,jrc_tmf_2020_2023_se_asia_borneo_02_stable_000512_005120,,,,,,,,,,,,,,
audit_0195,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_001792_002560,,,,,,,,,,,,,,
audit_0196,jrc_tmf_2020_2023_se_asia_borneo_02_stable_006400_006144,,,,,,,,,,,,,,
audit_0197,jrc_tmf_2020_2023_se_asia_sumatra_01_006400_004352,,,,,,,,,,,,,,
audit_0198,jrc_tmf_2020_2023_amazon_bolivia_01_001280_002304,,,,,,,,,,,,,,
audit_0199,jrc_tmf_2020_2023_amazon_guyana_01_stable_004352_005120,,,,,,,,,,,,,,
audit_0200,jrc_tmf_2020_2023_se_asia_sumatra_01_004608_000000,,,,,,,,,,,,,,
audit_0201,jrc_tmf_2020_2023_se_asia_sumatra_01_005888_005120,,,,,,,,,,,,,,
audit_0202,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_006144_002304,,,,,,,,,,,,,,
audit_0203,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_005120_004096,,,,,,,,,,,,,,
audit_0204,jrc_tmf_2020_2023_congo_drc_01_004608_001024,,,,,,,,,,,,,,
audit_0205,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_006912_002560,,,,,,,,,,,,,,
audit_0206,jrc_tmf_2020_2023_se_asia_borneo_01_006656_000256,,,,,,,,,,,,,,
audit_0207,jrc_tmf_2020_2023_se_asia_borneo_02_stable_006144_005376,,,,,,,,,,,,,,
audit_0208,jrc_tmf_2020_2023_se_asia_papua_01_stable_007168_006400,,,,,,,,,,,,,,
audit_0209,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_006400,,,,,,,,,,,,,,
audit_0210,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_005376,,,,,,,,,,,,,,
audit_0211,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_005888,,,,,,,,,,,,,,
audit_0212,jrc_tmf_2020_2023_amazon_colombia_01_000768_004608,,,,,,,,,,,,,,
audit_0213,jrc_tmf_2020_2023_amazon_brazil_02_stable_003840_006656,,,,,,,,,,,,,,
audit_0214,jrc_tmf_2020_2023_se_asia_sumatra_01_005120_001024,,,,,,,,,,,,,,
audit_0215,jrc_tmf_2020_2023_amazon_brazil_01_001024_006400,,,,,,,,,,,,,,
audit_0216,jrc_tmf_2020_2023_amazon_brazil_01_005376_002048,,,,,,,,,,,,,,
audit_0217,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_006400,,,,,,,,,,,,,,
audit_0218,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_006400,,,,,,,,,,,,,,
audit_0219,jrc_tmf_2020_2023_amazon_brazil_02_stable_003840_005888,,,,,,,,,,,,,,
audit_0220,jrc_tmf_2020_2023_amazon_brazil_01_000768_006656,,,,,,,,,,,,,,
audit_0221,jrc_tmf_2020_2023_amazon_bolivia_01_001536_006400,,,,,,,,,,,,,,
audit_0222,jrc_tmf_2020_2023_amazon_peru_02_stable_005376_001280,,,,,,,,,,,,,,
audit_0223,jrc_tmf_2020_2023_amazon_brazil_01_000512_006144,,,,,,,,,,,,,,
audit_0224,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_001536,,,,,,,,,,,,,,
audit_0225,jrc_tmf_2020_2023_amazon_brazil_01_002048_006400,,,,,,,,,,,,,,
audit_0226,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_002048,,,,,,,,,,,,,,
audit_0227,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_001792,,,,,,,,,,,,,,
audit_0228,jrc_tmf_2020_2023_se_asia_borneo_01_005632_006144,,,,,,,,,,,,,,
audit_0229,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_006144,,,,,,,,,,,,,,
audit_0230,jrc_tmf_2020_2023_se_asia_sumatra_01_003584_000768,,,,,,,,,,,,,,
audit_0231,jrc_tmf_2020_2023_amazon_brazil_01_000000_005376,,,,,,,,,,,,,,
audit_0232,jrc_tmf_2020_2023_amazon_brazil_02_stable_003584_006912,,,,,,,,,,,,,,
audit_0233,jrc_tmf_2020_2023_amazon_bolivia_01_001792_001536,,,,,,,,,,,,,,
audit_0234,jrc_tmf_2020_2023_se_asia_sumatra_01_006400_006400,,,,,,,,,,,,,,
audit_0235,jrc_tmf_2020_2023_amazon_peru_01_005632_000512,,,,,,,,,,,,,,
audit_0236,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_001792,,,,,,,,,,,,,,
audit_0237,jrc_tmf_2020_2023_amazon_brazil_01_000512_006400,,,,,,,,,,,,,,
audit_0238,jrc_tmf_2020_2023_amazon_brazil_02_stable_003584_006656,,,,,,,,,,,,,,
audit_0239,jrc_tmf_2020_2023_se_asia_borneo_01_005632_005888,,,,,,,,,,,,,,
audit_0240,jrc_tmf_2020_2023_amazon_brazil_01_002560_006400,,,,,,,,,,,,,,
audit_0241,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_006656,,,,,,,,,,,,,,
audit_0242,jrc_tmf_2020_2023_amazon_colombia_01_000000_004096,,,,,,,,,,,,,,
audit_0243,jrc_tmf_2020_2023_amazon_brazil_01_000512_006912,,,,,,,,,,,,,,
audit_0244,jrc_tmf_2020_2023_amazon_bolivia_01_001024_006144,,,,,,,,,,,,,,
audit_0245,jrc_tmf_2020_2023_amazon_brazil_02_stable_003840_004352,,,,,,,,,,,,,,
audit_0246,jrc_tmf_2020_2023_amazon_brazil_02_stable_004096_006144,,,,,,,,,,,,,,
audit_0247,jrc_tmf_2020_2023_congo_cameroon_01_000000_000000,,,,,,,,,,,,,,
audit_0248,jrc_tmf_2020_2023_se_asia_borneo_02_stable_003840_006144,,,,,,,,,,,,,,
audit_0249,jrc_tmf_2020_2023_amazon_brazil_01_002048_001792,,,,,,,,,,,,,,
audit_0250,jrc_tmf_2020_2023_amazon_peru_01_004608_000768,,,,,,,,,,,,,,
audit_0251,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_005120,,,,,,,,,,,,,,
audit_0252,jrc_tmf_2020_2023_se_asia_borneo_01_006656_003584,,,,,,,,,,,,,,
audit_0253,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_006144,,,,,,,,,,,,,,
audit_0254,jrc_tmf_2020_2023_se_asia_borneo_01_003072_003072,,,,,,,,,,,,,,
audit_0255,jrc_tmf_2020_2023_se_asia_papua_01_stable_003328_001792,,,,,,,,,,,,,,
audit_0256,jrc_tmf_2020_2023_congo_cameroon_01_001536_000512,,,,,,,,,,,,,,
audit_0257,jrc_tmf_2020_2023_congo_cameroon_01_005120_003840,,,,,,,,,,,,,,
audit_0258,jrc_tmf_2020_2023_amazon_brazil_02_stable_004352_000512,,,,,,,,,,,,,,
audit_0259,jrc_tmf_2020_2023_congo_roc_01_stable_001536_003840,,,,,,,,,,,,,,
audit_0260,jrc_tmf_2020_2023_congo_drc_02_stable_001280_005120,,,,,,,,,,,,,,
audit_0261,jrc_tmf_2020_2023_amazon_guyana_01_stable_004096_006912,,,,,,,,,,,,,,
audit_0262,jrc_tmf_2020_2023_congo_drc_01_002304_000256,,,,,,,,,,,,,,
audit_0263,jrc_tmf_2020_2023_congo_roc_01_stable_005888_005120,,,,,,,,,,,,,,
audit_0264,jrc_tmf_2020_2023_amazon_brazil_02_stable_003328_003584,,,,,,,,,,,,,,
audit_0265,jrc_tmf_2020_2023_congo_cameroon_01_000768_006656,,,,,,,,,,,,,,
audit_0266,jrc_tmf_2020_2023_congo_roc_01_stable_006144_005120,,,,,,,,,,,,,,
audit_0267,jrc_tmf_2020_2023_congo_gabon_01_006912_003328,,,,,,,,,,,,,,
