sample_id,sample_type,source,tif_path,x,y,valid_ratio,change_ratio,change_pixels,valid_pixels
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_003328,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,3328,4864,0.9999847412109375,0.003646906233310445,239,65535
jrc_tmf_2020_2023_amazon_peru_01_004608_004864,positive,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,4864,4608,0.9308624267578125,0.0071141709695926566,434,61005
jrc_tmf_2020_2023_amazon_peru_01_003072_001792,positive,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,1792,3072,0.99700927734375,0.002280379553106826,149,65340
jrc_tmf_2020_2023_congo_drc_02_stable_004352_002048,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,2048,4352,0.9898223876953125,0.013242072484545777,859,64869
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_006400,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,6400,5888,0.9391937255859375,0.05748078828938604,3538,61551
jrc_tmf_2020_2023_amazon_peru_02_stable_004096_003328,negative,jrc_tmf_2020_2023_amazon_peru_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_02_stable.tif,3328,4096,0.9999542236328125,0.0,0,65533
jrc_tmf_2020_2023_amazon_brazil_02_stable_002816_003584,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,3584,2816,0.8847808837890625,0.04004483918254721,2322,57985
jrc_tmf_2020_2023_amazon_peru_01_002816_003328,negative,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,3328,2816,0.9997711181640625,0.0,0,65521
jrc_tmf_2020_2023_amazon_peru_01_004352_000000,positive,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,0,4352,0.9970855712890625,0.0033361389547784835,218,65345
jrc_tmf_2020_2023_congo_drc_02_stable_002560_004352,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,4352,2560,0.908172607421875,0.02589132699351457,1541,59518
jrc_tmf_2020_2023_se_asia_papua_01_stable_004864_005120,positive,jrc_tmf_2020_2023_se_asia_papua_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_papua_01_stable.tif,5120,4864,0.99951171875,0.003129579872984856,205,65504
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_006656,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,6656,4864,0.9016571044921875,0.07899680154338225,4668,59091
jrc_tmf_2020_2023_congo_gabon_02_stable_003840_000768,negative,jrc_tmf_2020_2023_congo_gabon_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_02_stable.tif,768,3840,1.0,0.0,0,65536
jrc_tmf_2020_2023_congo_roc_01_stable_002048_004352,negative,jrc_tmf_2020_2023_congo_roc_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_roc_01_stable.tif,4352,2048,1.0,0.0,0,65536
jrc_tmf_2020_2023_amazon_peru_01_005632_001536,positive,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,1536,5632,0.99755859375,0.019762604013705335,1292,65376
jrc_tmf_2020_2023_congo_drc_02_stable_000768_004352,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,4352,768,0.9490966796875,0.007604501607717042,473,62200
jrc_tmf_2020_2023_congo_roc_01_stable_003072_006144,negative,jrc_tmf_2020_2023_congo_roc_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_roc_01_stable.tif,6144,3072,1.0,0.0,0,65536
jrc_tmf_2020_2023_amazon_brazil_01_002304_006656,positive,jrc_tmf_2020_2023_amazon_brazil_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_01.tif,6656,2304,0.9998626708984375,0.00784409480061654,514,65527
jrc_tmf_2020_2023_amazon_colombia_01_000512_002560,positive,jrc_tmf_2020_2023_amazon_colombia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_01.tif,2560,512,0.9482421875,0.023075437693099898,1434,62144
jrc_tmf_2020_2023_congo_drc_02_stable_002304_005888,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,5888,2304,0.896392822265625,0.03578115956831104,2102,58746
jrc_tmf_2020_2023_congo_drc_02_stable_002816_005120,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,5120,2816,0.9112701416015625,0.021684164699184542,1295,59721
jrc_tmf_2020_2023_congo_cameroon_01_003840_004096,positive,jrc_tmf_2020_2023_congo_cameroon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_cameroon_01.tif,4096,3840,0.9987030029296875,0.013888252280331852,909,65451
jrc_tmf_2020_2023_congo_drc_02_stable_001792_003072,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,3072,1792,0.999176025390625,0.006398704987630188,419,65482
jrc_tmf_2020_2023_congo_gabon_02_stable_007168_001280,positive,jrc_tmf_2020_2023_congo_gabon_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_02_stable.tif,1280,7168,0.9987335205078125,0.006004308435060272,393,65453
jrc_tmf_2020_2023_congo_roc_01_stable_005888_005376,positive,jrc_tmf_2020_2023_congo_roc_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_roc_01_stable.tif,5376,5888,0.984375,0.002666170634920635,172,64512
jrc_tmf_2020_2023_se_asia_papua_01_stable_005120_004864,positive,jrc_tmf_2020_2023_se_asia_papua_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_papua_01_stable.tif,4864,5120,0.9721221923828125,0.016198653251502926,1032,63709
jrc_tmf_2020_2023_amazon_brazil_01_002048_004864,positive,jrc_tmf_2020_2023_amazon_brazil_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_01.tif,4864,2048,0.9456634521484375,0.012585720048406615,780,61975
jrc_tmf_2020_2023_congo_gabon_01_005888_000768,positive,jrc_tmf_2020_2023_congo_gabon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_01.tif,768,5888,0.8964385986328125,0.01758327801324278,1033,58749
jrc_tmf_2020_2023_congo_gabon_02_stable_002816_005888,positive,jrc_tmf_2020_2023_congo_gabon_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_02_stable.tif,5888,2816,0.9995269775390625,0.012701320509884742,832,65505
jrc_tmf_2020_2023_congo_drc_01_005376_003584,positive,jrc_tmf_2020_2023_congo_drc_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_01.tif,3584,5376,0.93133544921875,0.030473818729929877,1860,61036
jrc_tmf_2020_2023_amazon_peru_02_stable_005120_004352,positive,jrc_tmf_2020_2023_amazon_peru_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_02_stable.tif,4352,5120,0.975433349609375,0.004129775052404343,264,63926
jrc_tmf_2020_2023_congo_gabon_01_005888_006912,positive,jrc_tmf_2020_2023_congo_gabon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_01.tif,6912,5888,0.99725341796875,0.014275659465083542,933,65356
jrc_tmf_2020_2023_congo_cameroon_01_000512_000768,positive,jrc_tmf_2020_2023_congo_cameroon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_cameroon_01.tif,768,512,0.972869873046875,0.03946171460836287,2516,63758
jrc_tmf_2020_2023_amazon_colombia_01_005120_001792,negative,jrc_tmf_2020_2023_amazon_colombia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_01.tif,1792,5120,0.9999847412109375,0.0,0,65535
jrc_tmf_2020_2023_se_asia_borneo_01_006912_006912,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,6912,6912,0.804046630859375,0.02157740919269746,1137,52694
jrc_tmf_2020_2023_congo_drc_02_stable_001792_002560,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,2560,1792,0.9913177490234375,0.03717271845706282,2415,64967
jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_001280,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,1280,6144,0.9958038330078125,0.0026815402767349566,175,65261
jrc_tmf_2020_2023_amazon_brazil_01_000768_003328,negative,jrc_tmf_2020_2023_amazon_brazil_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_01.tif,3328,768,1.0,0.0,0,65536
jrc_tmf_2020_2023_congo_gabon_02_stable_002560_003328,positive,jrc_tmf_2020_2023_congo_gabon_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_02_stable.tif,3328,2560,0.9921722412109375,0.006044015194623441,393,65023
jrc_tmf_2020_2023_congo_drc_01_006144_000768,positive,jrc_tmf_2020_2023_congo_drc_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_01.tif,768,6144,0.925994873046875,0.008090828197607355,491,60686
jrc_tmf_2020_2023_amazon_colombia_02_stable_003584_005888,negative,jrc_tmf_2020_2023_amazon_colombia_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_02_stable.tif,5888,3584,1.0,0.0,0,65536
jrc_tmf_2020_2023_amazon_peru_02_stable_001280_001024,positive,jrc_tmf_2020_2023_amazon_peru_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_02_stable.tif,1024,1280,0.999542236328125,0.00409122828443196,268,65506
jrc_tmf_2020_2023_congo_gabon_01_004864_001024,positive,jrc_tmf_2020_2023_congo_gabon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_01.tif,1024,4864,0.9993133544921875,0.015513582018903361,1016,65491
jrc_tmf_2020_2023_se_asia_borneo_01_000512_003328,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,3328,512,0.9961700439453125,0.009833805621505706,642,65285
jrc_tmf_2020_2023_amazon_peru_02_stable_002048_006400,negative,jrc_tmf_2020_2023_amazon_peru_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_02_stable.tif,6400,2048,1.0,0.0,0,65536
jrc_tmf_2020_2023_congo_gabon_02_stable_000512_004864,positive,jrc_tmf_2020_2023_congo_gabon_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_02_stable.tif,4864,512,0.9969635009765625,0.01455530556958538,951,65337
jrc_tmf_2020_2023_congo_cameroon_01_003328_002048,positive,jrc_tmf_2020_2023_congo_cameroon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_cameroon_01.tif,2048,3328,0.9962921142578125,0.003982050143200649,260,65293
jrc_tmf_2020_2023_amazon_colombia_02_stable_004608_002304,negative,jrc_tmf_2020_2023_amazon_colombia_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_02_stable.tif,2304,4608,1.0,0.0,0,65536
jrc_tmf_2020_2023_congo_drc_02_stable_005376_006144,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,6144,5376,0.96099853515625,0.0026357573832962843,166,62980
jrc_tmf_2020_2023_amazon_peru_01_005120_001792,negative,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,1792,5120,0.9998931884765625,0.0,0,65529
jrc_tmf_2020_2023_se_asia_borneo_01_005888_001536,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,1536,5888,0.988006591796875,0.008061776061776061,522,64750
jrc_tmf_2020_2023_congo_gabon_02_stable_001536_005376,positive,jrc_tmf_2020_2023_congo_gabon_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_02_stable.tif,5376,1536,0.9006500244140625,0.0020838627700127065,123,59025
jrc_tmf_2020_2023_congo_gabon_01_007168_002048,negative,jrc_tmf_2020_2023_congo_gabon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_01.tif,2048,7168,0.9701385498046875,0.0,0,63579
jrc_tmf_2020_2023_congo_roc_01_stable_005888_005120,positive,jrc_tmf_2020_2023_congo_roc_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_roc_01_stable.tif,5120,5888,0.995880126953125,0.004550608279962002,297,65266
jrc_tmf_2020_2023_congo_drc_02_stable_003328_000512,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,512,3328,0.9621734619140625,0.027372060199502037,1726,63057
jrc_tmf_2020_2023_congo_cameroon_01_002304_004096,positive,jrc_tmf_2020_2023_congo_cameroon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_cameroon_01.tif,4096,2304,0.99176025390625,0.009939073173733768,646,64996
jrc_tmf_2020_2023_se_asia_papua_01_stable_004608_006144,positive,jrc_tmf_2020_2023_se_asia_papua_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_papua_01_stable.tif,6144,4608,0.972625732421875,0.004408396347776976,281,63742
jrc_tmf_2020_2023_se_asia_borneo_01_002304_006912,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,6912,2304,0.972900390625,0.01722082810539523,1098,63760
jrc_tmf_2020_2023_congo_gabon_02_stable_001280_003840,positive,jrc_tmf_2020_2023_congo_gabon_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_02_stable.tif,3840,1280,0.9970245361328125,0.004530080653800829,296,65341
jrc_tmf_2020_2023_se_asia_borneo_02_stable_001024_003584,positive,jrc_tmf_2020_2023_se_asia_borneo_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_02_stable.tif,3584,1024,0.9919586181640625,0.002938054730883416,191,65009
jrc_tmf_2020_2023_congo_cameroon_01_003328_003584,positive,jrc_tmf_2020_2023_congo_cameroon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_cameroon_01.tif,3584,3328,0.985107421875,0.008286864931846345,535,64560
jrc_tmf_2020_2023_amazon_colombia_02_stable_004864_000768,negative,jrc_tmf_2020_2023_amazon_colombia_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_02_stable.tif,768,4864,1.0,0.0,0,65536
jrc_tmf_2020_2023_amazon_brazil_01_004096_000256,positive,jrc_tmf_2020_2023_amazon_brazil_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_01.tif,256,4096,0.9968109130859375,0.003107444088967808,203,65327
jrc_tmf_2020_2023_amazon_peru_01_001280_000000,positive,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,0,1280,0.8425140380859375,0.059295481300371274,3274,55215
jrc_tmf_2020_2023_amazon_peru_02_stable_000768_001536,negative,jrc_tmf_2020_2023_amazon_peru_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_02_stable.tif,1536,768,1.0,0.0,0,65536
jrc_tmf_2020_2023_congo_gabon_01_000768_005632,positive,jrc_tmf_2020_2023_congo_gabon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_01.tif,5632,768,0.9614410400390625,0.01882270786713009,1186,63009
jrc_tmf_2020_2023_congo_drc_01_001024_003840,positive,jrc_tmf_2020_2023_congo_drc_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_01.tif,3840,1024,0.9644622802734375,0.008622462701915927,545,63207
jrc_tmf_2020_2023_amazon_bolivia_01_002304_000000,positive,jrc_tmf_2020_2023_amazon_bolivia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_bolivia_01.tif,0,2304,0.975494384765625,0.009385265133740028,600,63930
jrc_tmf_2020_2023_se_asia_borneo_02_stable_004352_000768,negative,jrc_tmf_2020_2023_se_asia_borneo_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_02_stable.tif,768,4352,1.0,0.0,0,65536
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_003072,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,3072,5120,0.99896240234375,0.011058837905541638,724,65468
jrc_tmf_2020_2023_se_asia_borneo_01_004864_000512,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,512,4864,0.997100830078125,0.002157744927003948,141,65346
jrc_tmf_2020_2023_amazon_brazil_02_stable_006400_003584,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,3584,6400,0.9999847412109375,0.002426184481574731,159,65535
jrc_tmf_2020_2023_amazon_peru_01_007168_000000,positive,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,0,7168,0.8315887451171875,0.024073836217178297,1312,54499
jrc_tmf_2020_2023_congo_gabon_02_stable_001536_006656,positive,jrc_tmf_2020_2023_congo_gabon_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_02_stable.tif,6656,1536,0.964874267578125,0.0038270550653129645,242,63234
